id,text
318,"The European Union attaches great importance to the humanitarian segment of the Economic and Social Council, where issues of the coordination of humanitarian assistance can be addressed in a comprehensive manner. We welcome the outcome of the second humanitarian segment and appreciate the work done by the Office for the Coordination of Humanitarian Affairs (OCHA) and the members of the Inter-Agency Standing Committee to translate the agreed conclusions into operational guidelines. Bearing in mind the emphasis in the agreed conclusions on measures to ensure a smooth transition humanitarian, as well as development, actors are engaged in the implementation of these conclusions. It is equally important that Governments fulfil the commitments undertaken in the agreed conclusions. The European Union is prepared to work closely with other Member States and the Secretariat to ensure that the conclusions are fully implemented."
319,"This year, as we celebrate the fiftieth anniversary of the Geneva Conventions and the one hundredth anniversary of the Hague Conventions, armed conflicts in many parts of the world, including the Great Lakes region, Angola, Sierra Leone, East Timor, the Balkans and Caucasia, have given rise to frequent and flagrant violations of international humanitarian and human rights law."
320,Civilians have become deliberate targets of combatants in a world where internal conflicts have become increasingly prevalent. The two open debates held in the Security Council on the protection of civilians in armed conflict and Security Council resolution 1265 (1999) on this subject have been important steps in highlighting the issue and the need for political will and action in the search for solutions to complement humanitarian efforts in complex emergencies.
321,"The European Union would like to welcome the efforts of the members of the Inter-Agency Standing Committee to further improve their joint planning for enhancing humanitarian response in order to create an environment which is more secure for humanitarian action. In particular, we would like to acknowledge the initiative to develop principles of engagement and ground rules in humanitarian operations for Governments, non-State actors and humanitarian organizations; the efforts to create humanitarian space and days of tranquillity to facilitate the distribution of aid to needy populations; and advocacy with the Security Council. Important strides have been made in highlighting the critical importance of access by humanitarian personnel to civilians, and we urge all Governments and other parties to respect the non-political, impartial and neutral nature of humanitarian work. In his annual report on the work of the Organization, the Secretary-General called for a transition from a culture of reaction to a culture of prevention. In many cases, human rights violations are a major cause of armed conflict. We thus welcome the efforts by the Inter-Agency Standing Committee to give further attention to the relationship between humanitarian action and human rights, notably the establishment of the reference group on humanitarian action guidelines on international humanitarian law and human rights law for humanitarian coordinators is to be welcomed, as is the finalization by the Office of the United Nations High Commissioner for Human Rights of a basic manual on human rights for United Nations field personnel, and the development by the United Nations Children's Fund of best field practices in emergency situations."
322,"The European Union regards these developments as a useful and practical mechanism by which to give effect to the Secretary-General's programme of reform, which recognized the need to integrate human rights into the broad range of the Organization's activities. The programme of reform further recognized the need to bring together political, humanitarian, development and human rights actors. In this context, we acknowledge the role of the Executive Committee on Humanitarian Affairs in enhancing interaction and complementarity on issues that have strong security, peacekeeping, and political implications."
323,"The European Union would like to express deep concern at the increasing number of threats and attacks on humanitarian personnel in the field. This seriously hinders the ability and effectiveness of the Organization in providing protection and assistance to civilians. Without safe and secure access for humanitarian personnel, the suffering of civilians and vulnerable populations can only increase. We would like to stress the responsibility under international law of Governments and parties to conflicts to ensure safe and unhindered access of humanitarian personnel to populations at risk."
324,"The European Union welcomes the recognition in recent months by the Secretary-General and the Security Council of the need for urgent measures to enhance the safety and security of humanitarian personnel. Following the recent murders of staff members in Somalia and Pristina, the assassination of two officials in Burundi and the taking of hostages in Georgia, in early November 1999 the Administrative Committee on Coordination adopted a decision calling for a comprehensive approach to security matters and listing a number of recommendations."
325,"It is of paramount importance that the General Assembly add its voice to these calls. With this in mind, the European Union is again this year sponsoring a draft resolution on the safety and security of humanitarian personnel and the protection of United Nations personnel. reflecting the sense of urgency with regard to measures needed to enhance the safety and security of humanitarian personnel."
326,"A major concern is that the response to various incidents by the host Governments to various incidents has often been inadequate. The United Nations must insist that concerned Governments conduct vigorous investigations into all security incidents involving United Nations-system personnel. The European Union considers it vital that those who incite and perpetrate acts against humanitarian personnel be held accountable both by Governments and by the international community. We welcome the entry into force of the 1994 Convention on the Safety of United Nations and Associated Personnel, as well as the designation of attacks against humanitarian or peacekeeping personnel as war crimes by the Statute of the International Criminal Court. The implementation of the 1994 Convention should be strengthened through increasing the number of ratifications. In this respect, expanding the scope of the Convention, inter alia, to locally recruited staff merits serious consideration."
327,"While in the recent past the United Nations has taken a number of steps to enhance the security and safety of United Nations-system personnel, such efforts need to be intensified. We acknowledge that in part, the limited availability of resources for enhancing the security arrangements sets restrictions on those endeavours. In this respect, we recognize the need to strengthen the Office of the United Nations Security Coordinator in order to enable the system to respond adequately to all security incidents. Greater involvement of the Office for the Coordination of Humanitarian Affairs and the humanitarian agencies involved in field operations would also be beneficial. We welcome the addendum on safety and security to the Secretary-General's report on this agenda item, although we would have preferred a full report on this important issue. We therefore hope that by May 2000 the Secretary-General will issue a comprehensive report to the General Assembly to facilitate a timely response to the need to enhance the safety and security of humanitarian personnel. Natural disasters have affected many parts of the world on an unprecedented scale. One of the most powerful earthquakes of this century struck the north-west region of Turkey in August this year, followed by another in the north of Athens. Last week we received distressing news of yet another earthquake in Turkey. The European Union welcomes the joint initiative of those two countries to make the existing capacities of the United Nations system to respond to emergencies in a timely manner. The Secretary-General's annual report on the work of the Organization highlights some alarming trends. Ninety percent of the victims of natural disasters live in developing countries, where poverty and population pressures force growing numbers of people to live in disaster-prone areas. The report also notes that today's disasters are sometimes man-made, and human action or inaction exacerbates virtually all of them. Natural disasters need to be addressed in a comprehensive way, with emphasis on pre-disaster measures, early warning and prevention. It is equally important to adopt a holistic approach to disaster response, whereby the needs of recovery, reconstruction and rehabilitation are addressed at the early stages of an emergency. Disaster reduction components need to be integrated into the recovery process and future development planning. The European Union welcomes the efforts by the United Nations system to improve disaster preparedness through strengthening the response mechanisms and supporting national Governments of disaster-prone countries. The early deployment of United Nations Disaster Assessment and Coordination teams in many disaster areas has proved to be essential. Although the donor response to natural disasters increased by 300 per cent between 1997 and 1998, the European Union acknowledges the need for immediate availability of resources for life-saving and life-sustaining assistance to survivors of natural disasters. I would like to take this opportunity to commend the Emergency Relief Coordinator, Mr. Sergio Vieira de Mello, and the staff of the Office for the Coordination of Humanitarian Affairs for their remarkable work during the first years of the existence of the Office, and to welcome Ms. Carolyn McAskie, Acting Emergency Relief Coordinator. I would also like to commend the work done by the members of the Inter-Agency Standing Committee to enhance coordination at the field level and to formulate harmonized policy. The broad composition of the Committee, comprising not only United Nations agencies with humanitarian mandates, but also the Red Cross Movement, the World Bank and three non-governmental organization consortia is a key to ensuring a coherent response to emergencies."
328,"actors is a major challenge. The European Union welcomes the strategic framework concept, which seeks to ensure a coherent response to complex emergencies by addressing relief, political and development aspects in an integrated manner and by enhancing complementarities and synergies between the various actors. Protection of civilians and humanitarian workers should be key elements of such frameworks."
329,"So far, the strategic framework concept has been applied only in Afghanistan. The European Union welcomes the announcement on the launching of a strategic framework for Sierra Leone and believes that the framework should be implemented as a matter of urgency. The European Union encourages the further development of the strategic framework concept and its application in other cases of complex emergencies. In this context, principled programming should be applied to guarantee consistency, as well as to ensure that these principles are respected. Cooperation between the various coordinators at the field level is also of vital importance. The United Nations system alone may involve triple coordination in a single country: one humanitarian coordinator, one resident coordinator and one political special representative of the Secretary-General. Each coordinator must share a common understanding of the goals of the United Nations operations in that country and conform to his or her role with regard to other coordinators so that the best possible synergy can be obtained."
330,"The consolidated appeals process has proved to be crucial for inter-agency coordination, as well as for donor response. An important function of the consolidated appeals is that, together with the advocacy efforts made by the Emergency Relief Coordinator, they remind the donor community of the so-called forgotten crises. The European Union welcomes the initiative to designate 23 November as “world humanitarian day”, during which the consolidated appeals will be officially introduced."
331,"While the donor response to the appeals made by the OCHA has improved, the European Union remains concerned at the insufficient level of funding received by OCHA from the regular budget, in particular the uneven balance between regular budget posts and those funded from extra-budgetary sources. The Union therefore welcomes the measures set out in the proposed regular budget for the biennium 2000-2001 to improve this balance. commitment for the European Union, which already contributes the largest share of humanitarian assistance, both bilaterally and multilaterally. We have for a long time been an active partner of humanitarian and other international organizations that lead the work in crisis areas. We shall continue to assist in every way possible the victims of natural disasters and other emergencies, and we continue to look for ways that our own performance and interaction with operative organizations can be further improved."
332,Mr. Yamazaki (Japan):
333,"As we stand at the doorstep of the third millennium, it is appropriate for the Assembly to reflect on how the international community can most effectively provide humanitarian assistance. Humanity is a value shared by all the peoples of the world, whatever their history or cultural heritage. This year we observed the fiftieth anniversary of the Geneva Conventions, which were formulated to ensure that even in the course of armed conflict, humankind would adhere to certain laws based upon humanity. But as this century tarnished with conflict from one end to the other draws to a close, the daily toll of death and suffering shames us into further deliberation on the subject."
334,"One cannot underestimate the relevance of humanitarian activities, not only for facilitating the resolution of conflicts, but also for achieving post-conflict stability and reconstruction. The question of what actions should be taken by the international community with regard to humanity was a key focus of the address by the Secretary-General at the beginning of this session of the General Assembly. In this connection, effective coordination among the various efforts in humanitarian assistance is of vital importance, as was most recently confirmed to the world by the situation in East Timor. What I would like to stress here is that humanitarian assistance is not simply limited to a passive response to an emergency. We have to be vigilant and think strategically in formulating policy on effective humanitarian assistance. It is more important than ever that this policy be carried out on the basis of the principles of humanity, neutrality and impartiality. And, through recent endeavours on the humanitarian front, some more specific lessons have been learned, among them the following."
335,"First, civilians are increasingly becoming involved in conflicts. This has been the subject of discussions in both the Security Council and the Economic and Social and are targeted for attacks and displaced from their homes. Refugees, in the traditional sense of the word, are now outnumbered by the sum of other categories of displaced persons, including internally displaced persons. And we are forced to acknowledge, with a growing sense of outrage, that more humanitarian workers are being victimized than ever before."
336,"Secondly, in terms of resources provided, there is an imbalance between headline emergencies and less eyecatching but equally grave crises. The solidarity shown by the international community in assisting the process of constructing East Timor is, we feel, to be highly commended. Japan is co-sponsoring a draft resolution on humanitarian assistance to East Timor in the hope that partners from all regions will join us in extending substantial support in the coming years. Often, as in the case of a number of conflicts in Africa, regional initiatives for peace and development — particularly those that address the root causes of war — should be pursued. An expression in the Secretary-General's address preceding the general debate at this session is insightful: “Humanity, after all, is indivisible.” (A/54/PV.4, p. 3)"
337,"Thirdly, it is important to bear in mind that violence recurs in a vicious circle with poverty. As the United Nations High Commissioner for Refugees, Mrs. Ogata, said in her recent address to the Third Committee, “the Kosovo crisis is not over, [and] some of the experiences of Kosovo can provide useful models to tackle other situations in which the gap between humanitarian and reconstruction activities is very wide”."
338,"Again, in the Secretary-General's words, “[t]he aftermath of war requires no less skill, no less sacrifice and no fewer resources in order to forge a lasting peace and avoid a return to violence.” (A/54/PV.4, pp. 3-4)"
339,"In various aspects of humanitarian assistance, some positive steps have been taken in the past year. First, debates are under way on means of strengthening legal protection for civilians. The common recognition that led mankind to draft the Geneva Conventions 50 years ago was that even war must have impunity; non-State perpetrators of serious crimes have to be tried and punished. The establishment of the International Criminal Court is a major step towards that end and towards enhancing the accountability of parties to a conflict. Japan has been active in establishing and will continue to be active in effectuating the Court. Secondly, the protection of humanitarian personnel is a burning issue on which we need to take immediate action. All those Member States that have not yet done so are urged to ratify the Convention on the Safety of United Nations and Associated Personnel. Japan supports the Secretary-General's recommendation that the General Assembly pursue the development of a protocol to the Convention that would extend the scope of legal protection to all United Nations and associated personnel. Japan also appreciates the efforts made by the United Nations Security Coordinator in this area. Japan is happy to note that the training project funded from the $1 million it extended to the Trust Fund for Security was carried out successfully."
340,"In the Economic and Social Council last July, Ms. Bertini of the World Food Programme suggested that the Secretary-General be asked to submit a report listing all incidents in which United Nations humanitarian workers have been killed, along with the background and circumstances of each incident and the actions taken by the relevant authorities and the United Nations in response. Japan fully supports her proposal and hopes that all Member States will recognize the seriousness of the need to take effective measures to ensure accountability and prevent any recurrence of such incidents. Thirdly, on the issue of the gap between relief and development assistance, it is encouraging to note that the Brookings process is inducing greater awareness of the problem and promoting planning for concrete action. Japan also is pleased that the World Bank is advancing a post-conflict agenda and working more intensively with partners, such as the United Nations Development Programme (UNDP) and the Office of the United Nations High Commissioner for Refugees, on plans for activities in places such as Sierra Leone and Kosovo. A comprehensive approach is required to fill the gap. This approach must include such factors as protection of human rights, security, demobilization and good governance. How to bring about effective reconciliation among formerly warring parties is definitely one of the major tasks facing the world at this juncture. humanitarian segment of the Economic and Social Council. This conclusion seeks ways to effectively deal with the gap between relief and development in post-conflict situations and in the aftermath of natural disasters. Japan commends the Office for the Coordination of Humanitarian Affairs (OCHA) for launching consolidated appeals for all complex emergencies so that donors are in a better position to respond to them. The “international humanitarian day” to be observed next week in Geneva is an excellent idea that demonstrates that OCHA is fulfilling its mandate of advocacy. It would be useful if more assessed contributions were allocated to OCHA's activities."
341,"As was dealt with in our deliberations in the Economic and Social Council last summer, humanitarian assistance in the context of natural disasters deserves equal attention. Japan has been active in providing assistance to countries all over the world that have been devastated by hurricanes, earthquakes and floods in the past year. I should like to take this opportunity to express my sincere condolences to all those who lost family members and friends in such disasters, including the recent one in Turkey. While natural hazards cannot be prevented, their damage can be mitigated and preventive measures are therefore important. To that end, policies must be promoted that encourage the development of structures that equip society to protect itself against natural hazards. Again, there must be ample coordination among international agencies with mandates in this area, for example, in following up effectively on the International Decade for National Disaster Reduction."
342,"I should like before I conclude to refer to a success story within the continuing narrative of our deliberations on humanitarian assistance under this agenda item. Last year, in this Assembly, to promote an effective international response to the resolution on the rehabilitation of the Semipalatinsk region of Kazakhstan, Japan expressed its readiness to host a conference with UNDP in cooperation with the Government of Kazakhstan and other relevant United Nations bodies. The conference was successfully held in Tokyo in September this year and generated pledges of more than $20 million. This is an excellent example of how support can be generated through the United Nations for cooperation among countries responding to a humanitarian problem."
343,"In conclusion, let me touch upon the question of human security as a main focus of Japan's foreign policy. By human security we mean ensuring the safety and their dignity. The world can count on Japan to extend humanitarian assistance, both bilaterally and through the United Nations and other organizations, in the form of financial, technical and human resources cooperation, bearing in mind the goal of enhancing human security. Japan is determined to continue engaging in the international endeavours for a better millennium for mankind."
344,Mr. Lee See-young (Republic of Korea) (spoke in French):
345,"Allow me to begin by expressing my delegation's deep appreciation to the Secretary-General for his comprehensive report entitled “Strengthening of the coordination of emergency humanitarian assistance of the United Nations”. This report faithfully reflects the ongoing efforts of the international community, under the leadership of the Secretary-General, to improve United Nations humanitarian and disaster relief assistance. In particular, my delegation appreciates the activities initiated by the Office for the Coordination of Humanitarian Affairs, under the leadership of Mr. Vieira de Mello, the Emergency Relief Coordinator. Following the end of the cold war, new perils have emerged. Refugee crises and humanitarian emergencies have erupted at a relentless pace. Throughout the world, internal and intraregional conflicts are threatening civilian populations as never before. Particularly tragic is the targeting in armed conflict of the most vulnerable members of our society: children, women and the disadvantaged. On the threshold of the new millennium, the international community should no longer tolerate such developments and should take immediate and resolute steps to prevent such humanitarian tragedies, particularly violations of international humanitarian principles."
346,"In recent years, the United Nations has faced tremendous challenges, including a spate of natural disasters and conflict-related emergencies and outbreaks of disease. These challenges have clearly revealed both the strengths and relative weaknesses of the Organization. In our view, one of the ways to improve humanitarian and disaster-relief assistance lies in better coordination. It has been our long-standing practice to divide relief efforts by time-frame — long-term and short-term — as well as by function, institution, logistics and even financing. While this may appear logical on paper, it has become increasingly clear that relief efforts cannot be so neatly separated into distinct categories. that is at once integrated and comprehensive. This overlap is not coincidental, but due rather to necessities dictated by realities on the ground. Based on this valuable experience, it follows that short-term relief assistance and long-term development aid should be combined from the start. In our discussion of how to strengthen coordination, my delegation wishes to put forward the following points. First, to better exploit the limited resources available, there should be close collaboration between the Office for the Coordination of Humanitarian Affairs and the other development agencies. Also, the Consolidated Appeal Process (CAP) should be further developed as the main tool for mobilizing resources. In this context, we welcome the launching of the joint CAP by the Office for the Coordination of Humanitarian Affairs."
347,"Secondly, to achieve better coordination in the field, the respective roles of the Humanitarian Assistance Coordinators and of the Resident Coordinators is of the utmost importance. Making their selection process more transparent will make it possible to expand recruitment among all United Nations agencies. My delegation welcomes the joint consultation involving Resident Coordinators and Humanitarian Assistance Coordinators that took place in Geneva in December 1998. The Office for the Coordination of Humanitarian Affairs and the United Nations Development Programme should therefore be encouraged to provide more opportunities in the future to share their experiences."
348,"Thirdly, in the context of the United Nations reform programme, the United Nations Development Programme now has the authority and the mandate to take all measures necessary in response to natural disasters. As a result, there is increasing demand for the Office for the Coordination of Humanitarian Affairs and the Development Programme to bolster their cooperation and coordination in responding to natural disasters."
349,"Fourthly, the history of the Republic of Korea over the past 50 years has taught us that emergency assistance and long-term development are inextricably linked. Those who deal with short-term assistance must coordinate their efforts closely with those handling long-term development. Certainly, considerable progress has already been made within the United Nations on developing a more holistic and strategic approach to responding to natural disasters and complex emergencies. For this success to be sustained, however, it is imperative that member countries garner and national awareness of humanitarian principles. In complex humanitarian emergencies, victims must have unfettered access to humanitarian assistance. The first step is to allow humanitarian aid workers to carry out their urgent tasks effectively and, above all, safely. In our view, this Assembly should carry out substantive discussions on the protection of humanitarian assistance, including the establishment of a mechanism to extend the scope of legal protection under the 1994 Convention on the Safety of United Nations and Associated Personnel. Aid workers have increasingly found themselves the target of attacks as they try courageously to alleviate suffering in conflicts that rage out of control. 1998 marked the first year in history in which more civilians than peacekeepers lost their lives in service to the United Nations. The massacre of two United Nations officials in southern Burundi and of one official of the United Nations Interim Administration Mission in Kosovo remind us that this trend shows no sign of abating in the near future."
350,"In this connection, the Republic of Korea, during its presidency of the Security Council in May 1997, initiated a debate on protection for humanitarian assistance to refugees and others in conflict situations. We are pleased to note that the Security Council has pursued this policy of holding open debates on the issue. We welcome the Secretary-General's annual report on the work of the Organization, with its central themes of facing the humanitarian challenge and building a culture of prevention."
351,"In response to the urgent need to protect those involved in humanitarian assistance in conflict situations, and determined to contribute to international efforts in this regard, my Government has decided to co-sponsor the draft resolution before us on the safety and security of humanitarian personnel and protection of United Nations personnel. We hope that this draft resolution will be adopted by consensus by the General Assembly. In conclusion, I would like to assure the General Assembly of the steadfast support and commitment of the Government of Korea to the relief assistance and protection work of the United Nations and of our resolve to continue contributing to this collective endeavour."
352,Mr. Frigerio (Argentina) (spoke in Spanish):
353,"I have the honour to speak before the General Assembly on consideration of sub-item (d) of agenda item 20. My delegation expresses its gratitude to the Secretary-General for his report in document A/54/217 on the “White Helmets” Initiative, which is the focus of the General Assembly's debate on this sub-item."
354,"I also wish to express our appreciation for the continued and committed support given to this initiative by the United Nations Volunteers from Bonn and Geneva and by the United Nations Development Programme office in Buenos Aires. Finally, we are honour-bound to acknowledge the invaluable guidance provided to us at all times by the Office for the Coordination of Humanitarian Affairs (OCHA) in New York and Geneva. This close relationship with OCHA portends very well for future joint activities."
355,"As indicated in the Secretary-General's report, a few months ago United Nations Volunteers and Argentina agreed on the need for an independent and in-depth evaluation of the experience of the “White Helmets” initiative from its inception to date. The highly positive results of that evaluation were used by the Secretariat, inter alia, in drafting document A/54/217. Parts II, III and IV of the report are sufficiently self-explanatory so as to make it unnecessary for me to refer to them extensively. I wish to state clearly that we are in full agreement with their content, just as we have previously agreed with the findings and recommendations of the assessment mission. It is because of the confidence gained through solid experience, confirmed through an independent assessment and reaffirmed through the expansion of institutional agreements and contacts with the World Food Programme, the United Nations Educational, Scientific and Cultural Organization, the Organization of American States, the Inter-American Development Bank, the European Parliament, the Organization of African Unity and the Arab Gulf Programme for United Nations Development Organizations that I am able to state my full agreement with the views of the Secretary-General expressed in the report. Pre-identified, standby and trained teams of White Helmets are a tool available to the United Nations, through the United Nations Volunteers, to give immediate support to its relief, rehabilitation, reconstruction and development activities."
356,"In this context, my Government, together with other countries, will submit a draft resolution on the “White Helmets” initiative for consideration by the General Assembly. This is a unique opportunity for my Government its conviction that it continues to deserve the ongoing support of all the members of the international community."
357,"As pointed out by the Secretary-General on more than one occasion, including during his recent visit to my country, the active participation of civil society in United Nations activities is an essential prerequisite for the success of the pre- and post-disaster and pre- and postconflict humanitarian missions. The availability of the White Helmet volunteer corps is a useful, effective and efficient tool to ensure orderly and increasing participation."
358,"The draft resolution to be introduced contains the necessary elements to contribute to this task, assigning to the Member States, through the strengthening and expansion of an appropriate consultative mechanism, the crucial responsibility of ensuring the necessary political guidance that this additional tool of international cooperation requires. The interest shown by many Member States and sectors of civil society in the concept and composition of the White Helmets, as well as the possible emergence of similar mechanisms in other countries seeking to identify themselves as White Helmets, should lead the Secretariat to consider that the implementation of those initiatives must respond adequately to the General Assembly's requirements. I would not wish to conclude without expressing my Government's concern, and my own, for ensuring the safety and security of the volunteers in the field. It is unfortunate to think that those men and women who volunteer their hearts, bodies and minds to restore the well-being of a population should be the target of senseless violence. It is not enough to express our sympathy for the plight of these volunteers; it is our responsibility to clearly express our repudiation of that violence and to take the necessary precautions to avoid its repetition."
359,Mr. Baali (Algeria) (spoke in French):
360,"At the end of this century that has seen man firmly take control, open up new frontiers and assert his mastery over nature through scientific and technological progress, our planet finds itself at the same time swept into great disturbances of various magnitudes and duration. Whether created by man or nature, they all have the same tragic consequence for millions of human beings: loss of life, unspeakable suffering and the destruction of goods and infrastructure. whose horrors the modern media flash instantaneously into all our households, and when the response capability of countries, particularly of the developing countries, is diminished or significantly undermined, mankind suddenly seems reconciled, empathetic and unified; and from that perspective, humanitarian assistance provided by the United Nations is beneficial and of great value to stricken populations. This is why the strengthening of its coordination and cohesion, the broadening of its scope and the acceleration of its deployment are urgent and essential. In fact, humanitarian assistance is increasingly becoming an important area of our Organization's activities. It is the subject of determined interest and sustained followup within the United Nations system, as well as for international public opinion. In response to the reform proposals of the Secretary-General, the Economic and Social Council has begun a well-conceived tradition of holding a humanitarian segment during its annual substantive session. Although it is still too early to try to assess an experience of only two years, we must recognize the contribution this segment is making, thanks to the exchange of views and concerted action it provides in the advancement and coordination of international cooperation to improve the Organization's capacities in the area of humanitarian assistance. Sharing the same major goals, but with a vision of greater breadth and scope, the General Assembly makes a useful, indispensable contribution to the intergovernmental debates on the subject through its consideration of this item. As a global forum, the Assembly cannot shirk this debate, particularly at a time when humanitarian assistance is a subject of growing concern. As is highlighted in the Secretary-General's report on the issue, crises and humanitarian hotbeds continue to grow in number and complexity throughout the world, subjecting more and more individuals and populations to unspeakable suffering and wrenching misery. Faced with this distressing and disturbing situation, it can be legitimately asked whether our Organization has the capacity and means enabling it to act promptly and effectively to provide relief to the greatest possible number of victims. The Organization's capacity in the area of humanitarian assistance has definitely been improving, which must be welcomed. We have seen more cohesive, better-targeted, better-coordinated and greatly reinforced action within both the Office for the Coordination of Humanitarian Affairs and the Inter-Agency Standing Committee. Moreover, as is reflected in the results of the inspection undertaken by the Office of Internal Oversight Services, the Office for the Coordination of Humanitarian Affairs has succeeded in reorganization, thus strengthening the Organization's capacity to intervene during new humanitarian crises and tightening its coordination with other entities of the system in the context of funds and programmes, as well as with the international community as a whole, particularly regarding the procedure for consolidated appeals."
361,"For that procedure to be effective, however, it must take other factors into account, such as the participation of the authorities of the country involved in a disaster in formulating the appeal so that they can take real control of the needs that emerge as a result of the priorities they have established. Closer cooperation to this end among the various actors is needed to rationalize both efforts and means in such times of difficulty. Indeed, the system's response capacity continues to depend on certain factors, primarily the lack of resources — financial resources, in particular — earmarked for emergency relief, the volume of which, according to the Secretary-General, has declined by 40 per cent over the last five years. Such situations are all the more harmful for the victims when the international community does not respond to them equally; it does not take equal interest in the various crises that batter our world. Humanitarian assistance should be provided in accordance with the principles of humanity, neutrality and impartiality to alleviate suffering and to satisfy the most basic needs of individuals in distress."
362,"From this point of view, we fully share the concern and the preoccupation expressed in the Secretary-General's report regarding the selectivity practised by the donors, which results in an unequal distribution of resources among the various humanitarian hotbeds throughout the world, including the numerous humanitarian crises in Africa. Africa also has the dubious honour of accounting for the greatest number of refugees and displaced persons and is the region of the world that suffers most seriously."
363,"Of the $800 million requested by the Secretary-General for Africa, less than 40 per cent has been mobilized. As a result, the Secretary-General was forced last August to launch a new appeal for $500 million, and we hope this time that appeal will be fully heeded. If this trend were to persist, it would be likely to have serious consequences for the affected African populations; indeed, this could damage the courageous and determined efforts of African leaders to settle conflicts, preserve peace on we call upon the international community to commit itself more vigorously to humanitarian responses to refugees' needs in order to alleviate their suffering while they wait to go home, as well as to ensuring that peace will have a chance to become lasting, thus promoting economic recovery and development."
364,"As the Secretary-General emphasized in his report, 1998 saw natural disasters occurring on an exceptional scale and with great frequency. With its unsurpassed costs in terms of human and financial numbers, claiming some 50,000 victims and causing economic losses exceeding $90 billion throughout the world, 1998 was an annus horribilis, that clearly illustrated the extreme vulnerability of developing countries to natural disasters of all types. This is even more tragic in those countries with already existing situations of humanitarian emergencies compounded by natural disasters."
365,"Here we cannot fail to reiterate the need for more investment in disaster warning and prevention systems, as well as in the process of mitigation or alleviation of the effects of disasters. It goes without saying that there is an emphatic need to stress the integration of the dimension of prevention and reduction of natural disasters in international development strategies."
366,"As a result of the many and varied constraints that they experience, the developing countries are still sorely lacking the means to cope effectively and promptly with disasters. This is the case for human resources, as well as for financial and technical resources; and it goes without saying that the contribution of international cooperation in these areas is not only desirable, but indispensable. Thus, the international community's efforts to provide adequate support in the long run could pay off in terms of substantially reducing assistance needs for humanitarian assistance in times of disaster. The international cooperation that exists now must continue, and it must be stepped up. For its part, Algeria is pleased to have made its modest contribution to the international effort for solidarity and cooperation in this field, and it will continue to do so to the best of its ability."
367,"The issue of the security of humanitarian personnel is of paramount importance, because it affects a fundamental aspect of humanitarian assistance provided to countries during natural disasters or other humanitarian emergency situations. Algeria shares the serious concern that has been so broadly expressed both by the United Nations humanitarian agencies and by the international community who have paid a heavy price while serving under trying conditions, and sometimes at risk of their lives, to try to alleviate the suffering of their brothers and sisters. From this point of view, measures to strengthen the security of humanitarian aid workers, as advocated by the Secretariat, deserve our support. These measures include creating greater awareness and better mobilization to promote respect for humanitarian rules and principles, particularly in this year of the fiftieth anniversary of the Geneva Conventions. At the same time, because of the rather numerous, complex and sensitive aspects involved, the issue needs to be appropriately considered through a comprehensive and level-headed debate in order to promote a more favourable atmosphere for humanitarian aid workers of the United Nations and its agencies, in accordance with the relevant rules and principles. The subject of humanitarian intervention, which forced its way into our debates early in this session, has now once again raised questions and issues regarding the role of the humanitarian aspect in a world in which borders are gradually disappearing, and regarding conditions for granting humanitarian assistance to populations in need."
368,"Algeria has dealt at length with this issue on two occasions — here in the Assembly and in the Security Council — and we would like to recall here that in no possible way can it sanction steps that, in the name of humanitarian considerations, are in fact designed to violate the sovereignty of States, respect for their independence and territorial integrity, and the principle of non-interference in the internal affairs of States, principles consecrated in the United Nations Charter. We are all the this right of intervention could be used by the larger countries to interfere in the affairs of the smaller ones. In the last analysis, the real objective of such actions is to impose a political order in the guise of a humanitarian order, and thus to use noble humanitarian principles for strategic or political ends."
369,The meeting rose at 1.20 p.m.
370,Mrs. Kumari (India):
371,We thank the Secretary-General for the reports which are under discussion today. They are comprehensive and respond to the importance that the international community attaches to the crucial issue of humanitarian assistance.
